"Date","Sales","Tracked Sales","Anonymous Sales"
1/1/2015,$13501509.42,$13490656.17,$10853.25
1/2/2015,$13151166.61,$13139754.13,$11412.48
1/3/2015,$16322737.96,$16307419.48,$15318.48
1/4/2015,$15353726.70,$15341238.97,$12487.73
1/5/2015,$6874935.48,$6868845.36,$6090.12
1/6/2015,$7583720.22,$7577531.15,$6189.07
1/7/2015,$9161157.39,$9152463.17,$8694.22
1/8/2015,$10008980.78,$10001895.89,$7084.89
1/9/2015,$8985287.74,$8977750.69,$7537.05
1/10/2015,$10938416.30,$10926308.28,$12108.02
1/11/2015,$11947567.44,$11934023.46,$13543.98
1/12/2015,$6517334.95,$6512593.69,$4741.26
1/13/2015,$7021140.52,$7013277.06,$7863.46
1/14/2015,$7408112.19,$7403038.67,$5073.52
1/15/2015,$6981185.97,$6974045.70,$7140.27
1/16/2015,$9172030.30,$9162486.18,$9544.12
1/17/2015,$12367741.05,$12350768.09,$16972.96
1/18/2015,$11191632.70,$11180412.77,$11219.93
1/19/2015,$10533378.79,$10521339.11,$12039.68
1/20/2015,$6718057.03,$6711817.09,$6239.94
1/21/2015,$5901687.77,$5897277.15,$4410.62
1/22/2015,$6139333.95,$6131707.69,$7626.26
1/23/2015,$6091628.39,$6086180.70,$5447.69
1/24/2015,$6649456.17,$6642378.84,$7077.33
1/25/2015,$11003768.23,$10993254.60,$10513.63
1/26/2015,$6474201.20,$6468297.93,$5903.27
1/27/2015,$5241499.79,$5238359.38,$3140.41
1/28/2015,$10537212.02,$10535597.95,$1614.07
1/29/2015,$8385576.19,$8381496.64,$4079.55
1/30/2015,$9914971.46,$9911051.58,$3919.88
1/31/2015,$9040544.42,$9035187.44,$5356.98
2/1/2015,$12372994.94,$12367826.79,$5168.15
2/2/2015,$8054106.11,$8051254.75,$2851.36
2/3/2015,$7931270.34,$7928001.17,$3269.17
2/4/2015,$9380500.61,$9377335.12,$3165.49
2/5/2015,$7470418.91,$7467847.55,$2571.36
2/6/2015,$10260472.65,$10255991.48,$4481.17
2/7/2015,$12223499.41,$12218353.71,$5145.70
2/8/2015,$14884948.33,$14878067.79,$6880.54
2/9/2015,$10721355.64,$10716301.54,$5054.10
2/10/2015,$11732596.66,$11727921.85,$4674.81
2/11/2015,$10312717.57,$10308554.89,$4162.68
2/12/2015,$9645198.41,$9640949.84,$4248.57
2/13/2015,$9742921.33,$9735896.83,$7024.50
2/14/2015,$10751506.87,$10746755.04,$4751.83
2/15/2015,$13535280.85,$13528942.37,$6338.48
2/16/2015,$17703050.29,$17696659.58,$6390.71
2/17/2015,$7047499.80,$7037609.17,$9890.63
2/18/2015,$5231030.61,$5225642.40,$5388.21
2/19/2015,$5138332.67,$5132729.57,$5603.10
2/20/2015,$9929948.16,$9918881.21,$11066.95
2/21/2015,$14016456.05,$13998478.63,$17977.42
2/22/2015,$12420924.81,$12407665.08,$13259.73
2/23/2015,$6546616.42,$6541072.21,$5544.21
2/24/2015,$5413209.34,$5409945.83,$3263.51
2/25/2015,$11817834.71,$11804225.64,$13609.07
2/26/2015,$11673349.44,$11662139.25,$11210.19
2/27/2015,$9491924.53,$9482458.53,$9466.00
2/28/2015,$11725883.34,$11713051.04,$12832.30
3/1/2015,$17487913.09,$17467313.19,$20599.90
3/2/2015,$8544153.63,$8535036.47,$9117.16
3/3/2015,$7472380.01,$7465067.04,$7312.97
3/4/2015,$7895477.86,$7881438.40,$14039.46
3/5/2015,$7561586.18,$7552130.51,$9455.67
3/6/2015,$9159671.85,$9146818.33,$12853.52
3/7/2015,$11053792.86,$11041495.74,$12297.12
3/8/2015,$13006981.01,$12988715.59,$18265.42
3/9/2015,$7112951.61,$7104462.60,$8489.01
3/10/2015,$8123614.89,$8114864.85,$8750.04
3/11/2015,$9372602.49,$9361320.99,$11281.50
3/12/2015,$8892567.81,$8885213.83,$7353.98
3/13/2015,$10058656.37,$10046417.62,$12238.75
3/14/2015,$13085734.85,$13072884.79,$12850.06
3/15/2015,$12161472.81,$12151163.05,$10309.76
3/16/2015,$5912636.35,$5906327.58,$6308.77
3/17/2015,$10556173.02,$10543484.27,$12688.75
3/18/2015,$13226271.95,$13213156.74,$13115.21
3/19/2015,$11010415.48,$11001207.82,$9207.66
3/20/2015,$12394256.36,$12383093.97,$11162.39
3/21/2015,$14466744.13,$14452909.88,$13834.25
3/22/2015,$20351654.21,$20331278.63,$20375.58
3/23/2015,$8953321.49,$8944132.17,$9189.32
3/24/2015,$6361268.75,$6353476.98,$7791.77
3/25/2015,$9337927.09,$9323551.53,$14375.56
3/26/2015,$8929487.61,$8920295.84,$9191.77
3/27/2015,$8014936.68,$8005188.56,$9748.12
3/28/2015,$10207929.00,$10193717.43,$14211.57
3/29/2015,$14235939.22,$14219131.72,$16807.50
3/30/2015,$8972944.37,$8964611.65,$8332.72
3/31/2015,$12589999.61,$12571220.56,$18779.05
4/1/2015,$12355831.08,$12333719.96,$22111.12
4/2/2015,$9282131.70,$9268086.72,$14044.98
4/3/2015,$11560652.10,$11544215.13,$16436.97
4/4/2015,$13393454.46,$13376364.30,$17090.16
4/5/2015,$9460123.11,$9445650.03,$14473.08
4/6/2015,$9703802.02,$9690135.69,$13666.33
4/7/2015,$11535965.34,$11513438.68,$22526.66
4/8/2015,$9997174.58,$9985953.28,$11221.30
4/9/2015,$9128990.47,$9118704.97,$10285.50
4/10/2015,$9269332.19,$9256444.48,$12887.71
4/11/2015,$11445896.67,$11429068.91,$16827.76
4/12/2015,$13937001.72,$13915312.33,$21689.39
4/13/2015,$9831836.29,$9814755.27,$17081.02
4/14/2015,$11575400.76,$11560414.55,$14986.21
4/15/2015,$8233086.99,$8219388.72,$13698.27
4/16/2015,$6851573.60,$6841968.08,$9605.52
4/17/2015,$10942712.14,$10920245.85,$22466.29
4/18/2015,$14483736.84,$14457941.57,$25795.27
4/19/2015,$13491320.08,$13466967.60,$24352.48
4/20/2015,$6487324.04,$6479665.89,$7658.15
4/21/2015,$6092227.28,$6084159.12,$8068.16
4/22/2015,$8992616.67,$8977929.62,$14687.05
4/23/2015,$8479972.57,$8470249.34,$9723.23
4/24/2015,$7485276.55,$7471480.86,$13795.69
4/25/2015,$9756214.72,$9740875.58,$15339.14
4/26/2015,$26945145.39,$26914480.03,$30665.36
4/27/2015,$19502560.05,$19479970.07,$22589.98
4/28/2015,$15549226.84,$15525043.56,$24183.28
4/29/2015,$16489380.99,$16468733.68,$20647.31
4/30/2015,$15998983.53,$15975056.78,$23926.75
5/1/2015,$16142466.14,$16117799.18,$24666.96
5/2/2015,$17441926.52,$17417410.25,$24516.27
5/3/2015,$27177608.93,$27145058.49,$32550.44
5/4/2015,$33712466.16,$33672642.63,$39823.53
5/5/2015,$14712493.46,$14691597.94,$20895.52
5/6/2015,$9283456.93,$9264055.83,$19401.10
5/7/2015,$7635415.00,$7622380.69,$13034.31
5/8/2015,$11603505.03,$11578407.78,$25097.25
5/9/2015,$13988379.20,$13952435.19,$35944.01
5/10/2015,$11994591.49,$11971947.18,$22644.31
5/11/2015,$7368227.71,$7359012.11,$9215.60
5/12/2015,$8609747.97,$8602554.16,$7193.81
5/13/2015,$10641235.33,$10624377.25,$16858.08
5/14/2015,$9930810.55,$9919081.09,$11729.46
5/15/2015,$9450866.16,$9438228.86,$12637.30
5/16/2015,$10114580.69,$10098640.36,$15940.33
5/17/2015,$15705212.56,$15686047.35,$19165.21
5/18/2015,$9572816.46,$9561370.00,$11446.46
5/19/2015,$5786237.56,$5779251.08,$6986.48
5/20/2015,$11150282.47,$11137726.80,$12555.67
5/21/2015,$10306722.48,$10289187.03,$17535.45
5/22/2015,$9561354.10,$9540106.77,$21247.33
5/23/2015,$9279581.48,$9263596.75,$15984.73
5/24/2015,$11888204.54,$11867960.66,$20243.88
5/25/2015,$20480463.42,$20453170.16,$27293.26
5/26/2015,$7903968.81,$7892231.40,$11737.41
5/27/2015,$5240618.33,$5235242.09,$5376.24
5/28/2015,$5129421.09,$5121342.86,$8078.23
5/29/2015,$8517452.85,$8505846.70,$11606.15
5/30/2015,$10159725.05,$10142110.47,$17614.58
5/31/2015,$14022087.06,$14001445.19,$20641.87
6/1/2015,$6706704.74,$6696636.50,$10068.24
6/2/2015,$5308955.86,$5301844.09,$7111.77
6/3/2015,$11691523.69,$11672866.99,$18656.70
6/4/2015,$10034696.18,$10020969.55,$13726.63
6/5/2015,$10193500.12,$10180137.33,$13362.79
6/6/2015,$11030847.60,$11006084.07,$24763.53
6/7/2015,$17997538.95,$17968772.98,$28765.97
6/8/2015,$8642028.73,$8621055.91,$20972.82
6/9/2015,$7939232.29,$7926154.72,$13077.57
6/10/2015,$8445668.07,$8438198.09,$7469.98
6/11/2015,$8193512.68,$8179641.34,$13871.34
6/12/2015,$10016154.59,$10001612.75,$14541.84
6/13/2015,$10048678.05,$10031239.39,$17438.66
6/14/2015,$27455669.84,$27420127.82,$35542.02
6/15/2015,$11901910.52,$11877768.69,$24141.83
6/16/2015,$8417066.32,$8406984.12,$10082.20
6/17/2015,$7698172.07,$7687379.73,$10792.34
6/18/2015,$8285534.27,$8272671.38,$12862.89
6/19/2015,$12765593.36,$12736417.54,$29175.82
6/20/2015,$16115564.19,$16078760.40,$36803.79
6/21/2015,$11320356.22,$11294270.13,$26086.09
6/22/2015,$5695130.00,$5685644.98,$9485.02
6/23/2015,$5476734.77,$5467273.07,$9461.70
6/24/2015,$7555639.00,$7545290.50,$10348.50
6/25/2015,$6864726.59,$6853728.45,$10998.14
6/26/2015,$8369720.21,$8357625.53,$12094.68
6/27/2015,$10330237.40,$10312208.58,$18028.82
6/28/2015,$10589423.78,$10568980.27,$20443.51
6/29/2015,$8948022.04,$8931522.01,$16500.03
6/30/2015,$8132478.35,$8122730.60,$9747.75
7/1/2015,$8067485.15,$8056816.68,$10668.47
7/2/2015,$9227523.59,$9209793.35,$17730.24
7/3/2015,$9682597.96,$9665600.20,$16997.76
7/4/2015,$10460595.35,$10442801.24,$17794.11
7/5/2015,$14811233.22,$14785119.97,$26113.25
7/6/2015,$6639971.68,$6629636.52,$10335.16
7/7/2015,$5247492.36,$5240053.27,$7439.09
7/8/2015,$5424544.39,$5414176.52,$10367.87
7/9/2015,$5241157.80,$5232489.25,$8668.55
7/10/2015,$10962007.07,$10940605.36,$21401.71
7/11/2015,$12871817.86,$12842091.64,$29726.22
7/12/2015,$11206585.17,$11188598.86,$17986.31
7/13/2015,$6623075.65,$6611579.38,$11496.27
7/14/2015,$4548573.96,$4540273.15,$8300.81
7/15/2015,$24187637.35,$24132491.81,$55145.54
7/16/2015,$9520012.60,$9501960.79,$18051.81
7/17/2015,$7798853.00,$7783443.38,$15409.62
7/18/2015,$8885283.72,$8866035.95,$19247.77
7/19/2015,$11571587.23,$11550029.20,$21558.03
7/20/2015,$7139585.13,$7131436.01,$8149.12
7/21/2015,$5631642.10,$5624107.92,$7534.18
7/22/2015,$10624405.03,$10608507.32,$15897.71
7/23/2015,$8220935.53,$8207772.59,$13162.94
7/24/2015,$8206613.47,$8193827.76,$12785.71
7/25/2015,$7865341.17,$7851268.57,$14072.60
7/26/2015,$12124553.61,$12103607.43,$20946.18
7/27/2015,$7067061.91,$7053746.79,$13315.12
7/28/2015,$7111028.49,$7102375.45,$8653.04
7/29/2015,$7814327.97,$7803832.71,$10495.26
7/30/2015,$7252861.05,$7240174.41,$12686.64
7/31/2015,$7032312.30,$7016318.30,$15994.00
8/1/2015,$7875579.38,$7861274.32,$14305.06
8/2/2015,$11772327.14,$11753016.95,$19310.19
8/3/2015,$7924592.44,$7910401.31,$14191.13
8/4/2015,$6385100.30,$6374556.38,$10543.92
8/5/2015,$7797648.38,$7787801.36,$9847.02
8/6/2015,$7006335.64,$6994766.60,$11569.04
8/7/2015,$8412250.60,$8398616.58,$13634.02
8/8/2015,$9568869.25,$9548735.49,$20133.76
8/9/2015,$13560090.62,$13535089.89,$25000.73
8/10/2015,$7481081.87,$7470979.81,$10102.06
8/11/2015,$7130794.56,$7122472.59,$8321.97
8/12/2015,$6561457.44,$6553320.59,$8136.85
8/13/2015,$5707865.68,$5698299.41,$9566.27
8/14/2015,$11591856.68,$11568921.59,$22935.09
8/15/2015,$15378162.10,$15348494.34,$29667.76
8/16/2015,$11336350.57,$11313271.80,$23078.77
8/17/2015,$6126231.10,$6117571.46,$8659.64
8/18/2015,$16552059.09,$16515276.56,$36782.53
8/19/2015,$7299732.20,$7286611.56,$13120.64
8/20/2015,$6807521.64,$6792060.04,$15461.60
8/21/2015,$6211723.20,$6197550.22,$14172.98
8/22/2015,$6539091.87,$6530462.70,$8629.17
8/23/2015,$9872728.52,$9854099.49,$18629.03
8/24/2015,$6405113.32,$6393494.54,$11618.78
8/25/2015,$6672018.01,$6662072.23,$9945.78
8/26/2015,$7450537.99,$7440981.76,$9556.23
8/27/2015,$6690175.56,$6679753.32,$10422.24
8/28/2015,$6876218.84,$6863693.49,$12525.35
8/29/2015,$11656762.85,$11643105.76,$13657.09
8/30/2015,$11671714.87,$11653747.34,$17967.53
8/31/2015,$6856321.32,$6844081.72,$12239.60
9/1/2015,$5295373.96,$5290143.14,$5230.82
9/2/2015,$10077089.25,$10063327.32,$13761.93
9/3/2015,$8415163.49,$8396941.57,$18221.92
9/4/2015,$9711730.86,$9695015.08,$16715.78
9/5/2015,$12912430.04,$12884062.24,$28367.80
9/6/2015,$11915131.18,$11885747.16,$29384.02
9/7/2015,$17750391.61,$17717956.76,$32434.85
9/8/2015,$6881462.04,$6873314.08,$8147.96
9/9/2015,$5445356.00,$5437814.82,$7541.18
9/10/2015,$4971721.37,$4965237.87,$6483.50
9/11/2015,$11321045.15,$11296602.47,$24442.68
9/12/2015,$14554072.27,$14525435.02,$28637.25
9/13/2015,$10441795.91,$10423937.27,$17858.64
9/14/2015,$8200819.42,$8187228.99,$13590.43
9/15/2015,$7633415.38,$7623104.49,$10310.89
9/16/2015,$9798839.14,$9785930.60,$12908.54
9/17/2015,$8251296.70,$8240637.84,$10658.86
9/18/2015,$8120414.33,$8106684.29,$13730.04
9/19/2015,$9638259.80,$9618384.14,$19875.66
9/20/2015,$17430006.65,$17403476.73,$26529.92
9/21/2015,$6720651.06,$6707118.19,$13532.87
9/22/2015,$5984804.32,$5974854.85,$9949.47
9/23/2015,$6948326.04,$6938712.84,$9613.20
9/24/2015,$6247615.32,$6239771.66,$7843.66
9/25/2015,$8042421.71,$8024730.38,$17691.33
9/26/2015,$9330828.47,$9312853.01,$17975.46
9/27/2015,$12646608.41,$12623534.14,$23074.27
9/28/2015,$7861216.50,$7849787.77,$11428.73
9/29/2015,$7061840.67,$7052287.31,$9553.36
9/30/2015,$11422010.51,$11415370.66,$6639.85
10/1/2015,$9593799.94,$9585087.67,$8712.27
10/2/2015,$9241434.59,$9234870.69,$6563.90
10/3/2015,$12369725.17,$12358989.03,$10736.14
10/4/2015,$16697420.91,$16683491.71,$13929.20
10/5/2015,$12883183.36,$12873385.43,$9797.93
10/6/2015,$13032688.87,$13026425.66,$6263.21
10/7/2015,$12723197.09,$12715684.90,$7512.19
10/8/2015,$10002697.38,$9996458.54,$6238.84
10/9/2015,$10005584.72,$9998160.31,$7424.41
10/10/2015,$14411056.86,$14403938.63,$7118.23
10/11/2015,$14988805.86,$14979258.90,$9546.96
10/12/2015,$18512464.93,$18501407.72,$11057.21
10/13/2015,$9051084.14,$9047677.10,$3407.04
10/14/2015,$9973799.55,$9967363.15,$6436.40
10/15/2015,$10029907.58,$10025514.36,$4393.22
10/16/2015,$8853540.98,$8850882.76,$2658.22
10/17/2015,$12347536.24,$12342212.07,$5324.17
10/18/2015,$22090772.96,$22078019.30,$12753.66
10/19/2015,$10186472.63,$10182038.28,$4434.35
10/20/2015,$9899316.84,$9896534.67,$2782.17
10/21/2015,$7172062.59,$7166082.68,$5979.91
10/22/2015,$12829946.33,$12826754.32,$3192.01
10/23/2015,$18445249.98,$18433922.49,$11327.49
10/24/2015,$21955250.43,$21944963.17,$10287.26
10/25/2015,$14424742.31,$14416245.08,$8497.23
10/26/2015,$7251519.10,$7249018.71,$2500.39
10/27/2015,$20393945.78,$20384087.91,$9857.87
10/28/2015,$12612624.21,$12606432.70,$6191.51
10/29/2015,$9265575.38,$9256927.04,$8648.34
10/30/2015,$9649129.03,$9645171.04,$3957.99
10/31/2015,$11445191.11,$11438917.53,$6273.58
11/1/2015,$12662408.03,$12655571.05,$6836.98
11/2/2015,$12324455.84,$12321159.78,$3296.06
11/3/2015,$11877328.96,$11872470.75,$4858.21
11/4/2015,$12249216.75,$12243580.93,$5635.82
11/5/2015,$10577226.34,$10573327.65,$3898.69
11/6/2015,$12158035.84,$12152612.95,$5422.89
11/7/2015,$16768355.15,$16761452.03,$6903.12
11/8/2015,$30955339.69,$30946875.89,$8463.80
11/9/2015,$14495020.42,$14489158.11,$5862.31
11/10/2015,$14372643.36,$14366887.85,$5755.51
11/11/2015,$18884178.78,$18877587.59,$6591.19
11/12/2015,$10435185.59,$10432282.97,$2902.62
11/13/2015,$8599505.49,$8596253.96,$3251.53
11/14/2015,$10881933.59,$10877839.09,$4094.50
11/15/2015,$16835394.29,$16827160.66,$8233.63
11/16/2015,$23167762.71,$23158554.44,$9208.27
11/17/2015,$27523153.90,$27512503.92,$10649.98
11/18/2015,$35381474.09,$35369095.60,$12378.49
11/19/2015,$14527675.74,$14523106.07,$4569.67
11/20/2015,$11970113.39,$11966000.61,$4112.78
11/21/2015,$17393903.54,$17389476.68,$4426.86
11/22/2015,$16106090.18,$16102097.85,$3992.33
11/23/2015,$11696655.67,$11690988.79,$5666.88
11/24/2015,$11838035.51,$11834757.59,$3277.92
11/25/2015,$38626780.60,$38619152.76,$7627.84
11/26/2015,$56369004.61,$56351820.86,$17183.75
11/27/2015,$95803277.94,$95777522.63,$25755.31
11/28/2015,$57030044.83,$57018438.11,$11606.72
11/29/2015,$49182849.69,$49174257.28,$8592.41
11/30/2015,$100273127.95,$100256510.22,$16617.73
12/1/2015,$48513797.57,$48504329.41,$9468.16
12/2/2015,$37097048.66,$37080531.85,$16516.81
12/3/2015,$29935098.04,$29925831.36,$9266.68
12/4/2015,$31040406.93,$31030951.42,$9455.51
12/5/2015,$40188991.22,$40175938.85,$13052.37
12/6/2015,$42419757.53,$42410723.68,$9033.85
12/7/2015,$36760027.27,$36752961.18,$7066.09
12/8/2015,$34304651.14,$34299414.80,$5236.34
12/9/2015,$38541249.60,$38533041.78,$8207.82
12/10/2015,$57826243.94,$57811228.92,$15015.02
12/11/2015,$30738040.80,$30726153.34,$11887.46
12/12/2015,$31488967.35,$31478231.65,$10735.70
12/13/2015,$33052298.14,$33042219.14,$10079.00
12/14/2015,$38902895.62,$38891981.87,$10913.75
12/15/2015,$28671895.99,$28665258.79,$6637.20
12/16/2015,$25479665.01,$25471100.93,$8564.08
12/17/2015,$24560265.37,$24552317.85,$7947.52
12/18/2015,$30328926.50,$30318500.83,$10425.67
12/19/2015,$29984622.05,$29974376.44,$10245.61
12/20/2015,$21869004.47,$21861610.30,$7394.17
12/21/2015,$20967764.02,$20959843.98,$7920.04
12/22/2015,$19767421.72,$19762420.55,$5001.17
12/23/2015,$14400707.48,$14397284.67,$3422.81
12/24/2015,$7675152.39,$7669920.15,$5232.24
12/25/2015,$13800390.36,$13788855.26,$11535.10
12/26/2015,$26809007.35,$26796685.40,$12321.95
12/27/2015,$25968209.07,$25957489.19,$10719.88
12/28/2015,$17310171.58,$17304374.21,$5797.37
12/29/2015,$12832491.88,$12828600.44,$3891.44
12/30/2015,$12798887.91,$12794403.60,$4484.31
12/31/2015,$13429457.30,$13424773.65,$4683.65
